id,Sección,Sub-sección,Indicador,Categoría,Segmentación,Grupo,%,N Base,N,Página,Tabla,Fuente_tipo,Tipo_pregunta,N_Base_tipo,Nota
296,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto todos los días,Edad,15 años,5,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
297,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,"Probé alguna vez, pero no lo hago habitualmente",Edad,16 años,72,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
298,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto una o dos veces al mes,Edad,16 años,17,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
299,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto entre 1 y 3 veces por semana,Edad,16 años,9,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
300,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto todos los días,Edad,16 años,3,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
301,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,"Probé alguna vez, pero no lo hago habitualmente",Edad,17 años,73,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
302,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto una o dos veces al mes,Edad,17 años,15,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
303,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto entre 1 y 3 veces por semana,Edad,17 años,7,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
304,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto todos los días,Edad,17 años,5,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
305,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,"Probé alguna vez, pero no lo hago habitualmente",Edad,18 años,68,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
306,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto una o dos veces al mes,Edad,18 años,23,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
307,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto entre 1 y 3 veces por semana,Edad,18 años,5,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
308,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto todos los días,Edad,18 años,4,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
309,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,"Probé alguna vez, pero no lo hago habitualmente",Región,AMBA,41,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
310,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto una o dos veces al mes,Región,AMBA,37,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
311,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto entre 1 y 3 veces por semana,Región,AMBA,11,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
312,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto todos los días,Región,AMBA,10,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
313,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,"Probé alguna vez, pero no lo hago habitualmente",Región,Centro,75,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
314,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto una o dos veces al mes,Región,Centro,12,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
315,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto entre 1 y 3 veces por semana,Región,Centro,7,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
316,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto todos los días,Región,Centro,6,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
317,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,"Probé alguna vez, pero no lo hago habitualmente",Región,Cuyo,90,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
318,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto una o dos veces al mes,Región,Cuyo,6,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
319,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto entre 1 y 3 veces por semana,Región,Cuyo,2,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
320,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto todos los días,Región,Cuyo,2,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
321,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,"Probé alguna vez, pero no lo hago habitualmente",Región,NEA,73,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
322,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto una o dos veces al mes,Región,NEA,19,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
323,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto entre 1 y 3 veces por semana,Región,NEA,6,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
324,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto todos los días,Región,NEA,3,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
325,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,"Probé alguna vez, pero no lo hago habitualmente",Región,NOA,71,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
326,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto una o dos veces al mes,Región,NOA,15,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
327,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto entre 1 y 3 veces por semana,Región,NOA,10,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
328,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto todos los días,Región,NOA,3,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
329,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,"Probé alguna vez, pero no lo hago habitualmente",Región,Patagonia,68,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
330,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto una o dos veces al mes,Región,Patagonia,19,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
331,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto entre 1 y 3 veces por semana,Región,Patagonia,12,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
332,Adolescentes con experiencia directa en apuestas online,Socialización y exposición,Frecuencia de la práctica de apuesta online,Aposté o apuesto todos los días,Región,Patagonia,2,,,25,Tabla 6,Tabla,Única,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
333,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Ganan plata fácil, rápido y sin esfuerzo",Total,,86,5139,4420,26,Gráfico 10,Gráfico,Múltiple,Inferida,
334,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Quieren para probar suerte,Total,,83,5139,4265,26,Gráfico 10,Gráfico,Múltiple,Inferida,
335,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan divertirse,Total,,75,5139,3854,26,Gráfico 10,Gráfico,Múltiple,Inferida,
336,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Vieron publicidades de influencers o personas famosas que las recomiendan,Total,,70,5139,3597,26,Gráfico 10,Gráfico,Múltiple,Inferida,
337,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Se tentaron por las publicidades de las casas de apuestas,Total,,66,5139,3392,26,Gráfico 10,Gráfico,Múltiple,Inferida,
338,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Muchas personas cercanas lo hacen y no quieren quedarse afuera,Total,,65,5139,3340,26,Gráfico 10,Gráfico,Múltiple,Inferida,
339,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Recibieron un bono gratis, descuento, promociones y/o créditos para empezar",Total,,51,5139,2621,26,Gráfico 10,Gráfico,Múltiple,Inferida,
340,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Tienen adultos/as cercano/as que lo hacen,Total,,50,5139,2570,26,Gráfico 10,Gráfico,Múltiple,Inferida,
341,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Se endeudaron y quieren recuperar lo perdido,Total,,48,5139,2467,26,Gráfico 10,Gráfico,Múltiple,Inferida,
342,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan competir con otros/as amigos/as que también lo hacen,Total,,48,5139,2467,26,Gráfico 10,Gráfico,Múltiple,Inferida,
343,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Creen que les ayudará a alcanzar la vida y el éxito que desean,Total,,34,5139,1747,26,Gráfico 10,Gráfico,Múltiple,Inferida,
344,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Quieren colaborar en los gastos de su familia,Total,,29,5139,1490,26,Gráfico 10,Gráfico,Múltiple,Inferida,
345,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Quieren para probar suerte,Género,Mujeres,83,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
346,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan divertirse,Género,Mujeres,77,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
347,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Ganan plata fácil, rápido y sin esfuerzo",Género,Mujeres,91,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
348,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Recibieron un bono gratis, descuento, promociones y/o créditos para empezar",Género,Mujeres,48,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
349,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Se tentaron por las publicidades de las casas de apuestas,Género,Mujeres,71,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
350,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Vieron publicidades de influencers o personas famosas que las recomiendan,Género,Mujeres,70,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
351,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Muchas personas cercanas lo hacen y no quieren quedarme afuera,Género,Mujeres,69,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
352,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Tienen adultos/as cercano/as que lo hacen,Género,Mujeres,54,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
353,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan competir con otros/as amigos/as que también lo hacen,Género,Mujeres,52,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
354,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Quieren para probar suerte,Género,Varones,84,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
355,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan divertirse,Género,Varones,74,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
356,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Ganan plata fácil, rápido y sin esfuerzo",Género,Varones,81,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
357,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Recibieron un bono gratis, descuento, promociones y/o créditos para empezar",Género,Varones,54,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
358,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Se tentaron por las publicidades de las casas de apuestas,Género,Varones,61,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
359,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Vieron publicidades de influencers o personas famosas que las recomiendan,Género,Varones,69,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
360,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Muchas personas cercanas lo hacen y no quieren quedarme afuera,Género,Varones,61,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
361,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Tienen adultos/as cercano/as que lo hacen,Género,Varones,47,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
362,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan competir con otros/as amigos/as que también lo hacen,Género,Varones,44,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
363,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Quieren para probar suerte,Edad,13 años,80,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
364,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan divertirse,Edad,13 años,74,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
365,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Ganan plata fácil, rápido y sin esfuerzo",Edad,13 años,78,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
366,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Recibieron un bono gratis, descuento, promociones y/o créditos para empezar",Edad,13 años,53,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
367,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Se tentaron por las publicidades de las casas de apuestas,Edad,13 años,66,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
368,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Vieron publicidades de influencers o personas famosas que las recomiendan,Edad,13 años,66,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
369,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Muchas personas cercanas lo hacen y no quieren quedarme afuera,Edad,13 años,64,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
370,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Tienen adultos/as cercano/as que lo hacen,Edad,13 años,56,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
371,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan competir con otros/as amigos/as que también lo hacen,Edad,13 años,48,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
372,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Quieren para probar suerte,Edad,14 años,83,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
373,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,Buscan divertirse,Edad,14 años,68,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
374,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Ganan plata fácil, rápido y sin esfuerzo",Edad,14 años,90,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
375,Adolescentes con experiencia indirecta en apuestas online,,Percepciones de las motivaciones para participar en apuestas online,"Recibieron un bono gratis, descuento, promociones y/o créditos para empezar",Edad,14 años,55,,,27,Tabla 7,Tabla,Múltiple,No aplica,"Requiere la composición demográfica interna del subgrupo de exposición, que el informe no publica; para no encadenar dos inferencias porcentuales independientes se deja la Base y el N en blanco (ver metodología en el brief)."
